Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
LKHA4_HUMAN,0.579,0.635,0.604,0.962,0.075,0.135,0.165267,52,53,105
THIO_HUMAN,0.579,0.538,0.698,1.0,0.0,-0.084,0.163323,52,53,105
ITIH2_HUMAN,0.579,0.423,0.906,0.962,0.019,0.085,0.165267,52,53,105
DDX17_HUMAN,0.579,0.212,0.962,0.962,0.019,0.181,0.163323,52,53,105
KPBB_HUMAN,0.579,0.423,0.887,1.0,0.0,0.222,0.162355,52,53,105
ISOC1_HUMAN,0.579,0.442,0.811,0.981,0.038,-0.256,0.161396,52,53,105
VPS18_HUMAN,0.579,0.712,0.528,0.981,0.019,-0.166,0.161396,52,53,105
LEG9_HUMAN,0.578,0.346,0.925,1.0,0.0,0.234,0.171204,52,53,105
THBG_HUMAN,0.578,0.308,0.962,0.981,0.019,-0.248,0.171204,52,53,105
BGAL_HUMAN,0.578,0.5,0.811,1.0,0.0,0.161,0.169207,52,53,105
VAPB_HUMAN,0.578,0.654,0.509,0.962,0.075,0.201,0.167228,52,53,105
MPI_HUMAN,0.578,0.481,0.736,1.0,0.0,0.211,0.169206,52,53,105
UBA7_HUMAN,0.578,0.404,0.849,0.981,0.019,0.364,0.168215,52,53,105
GDIR2_HUMAN,0.578,0.269,0.943,0.981,0.038,0.296,0.167227,52,53,105
SHPS1_HUMAN,0.578,0.846,0.321,0.962,0.094,-0.367,0.167228,52,53,105
SSBP_HUMAN,0.578,0.442,0.736,1.0,0.019,0.228,0.169207,52,53,105
DX39B_HUMAN,0.578,0.538,0.66,0.962,0.057,0.173,0.169206,52,53,105
UBR1_HUMAN,0.578,0.346,0.925,0.981,0.019,0.184,0.169207,52,53,105
MANBA_HUMAN,0.577,0.346,0.849,0.981,0.038,0.252,0.17423,52,53,105
CCD22_HUMAN,0.577,0.346,0.868,0.962,0.057,0.197,0.175249,52,53,105
LYAG_HUMAN,0.577,0.558,0.679,1.0,0.0,-0.212,0.173218,52,53,105
U2AF2_HUMAN,0.577,0.558,0.66,0.962,0.113,0.197,0.175249,52,53,105
PRDX6_HUMAN,0.577,0.481,0.83,1.0,0.0,-0.137,0.173218,52,53,105
BTD_HUMAN,0.577,0.404,0.774,0.962,0.075,-0.209,0.175249,52,53,105
IDHP_HUMAN,0.577,0.673,0.528,1.0,0.019,0.262,0.173218,52,53,105
SMD1_HUMAN,0.577,0.827,0.358,0.962,0.151,0.274,0.177299,52,53,105
RUFY1_HUMAN,0.577,0.442,0.736,0.981,0.038,0.203,0.177299,52,53,105
EHD1_HUMAN,0.577,0.962,0.208,0.962,0.208,-0.26,0.173218,52,53,105
IL1AP_HUMAN,0.577,0.423,0.774,0.981,0.057,-0.223,0.175249,52,53,105
CGBP1_HUMAN,0.577,0.75,0.453,0.962,0.019,-0.206,0.177299,52,53,105
THRB_HUMAN,0.576,0.5,0.83,0.962,0.038,-0.17,0.178329,52,53,105
CO5A1_HUMAN,0.576,0.692,0.547,0.962,0.038,0.19,0.179366,52,53,105
MPRIP_HUMAN,0.576,0.538,0.679,0.962,0.038,-0.147,0.181451,52,53,105
VP37B_HUMAN,0.576,0.731,0.528,0.962,0.264,0.281,0.179366,52,53,105
RRAGC_HUMAN,0.576,0.942,0.245,0.962,0.17,-0.191,0.181451,52,53,105
SDCB1_HUMAN,0.575,0.846,0.415,0.962,0.264,-0.363,0.187814,52,53,105
HV169_HUMAN,0.575,0.731,0.434,1.0,0.113,0.273,0.183554,52,53,105
FIBA_HUMAN,0.575,0.269,0.906,0.962,0.094,-0.247,0.185675,52,53,105
HXK1_HUMAN,0.575,0.269,0.962,1.0,0.0,0.294,0.187814,52,53,105
DYN2_HUMAN,0.575,0.462,0.755,0.981,0.019,0.153,0.183554,52,53,105
UBP14_HUMAN,0.575,0.308,0.981,0.962,0.075,0.234,0.187814,52,53,105
BLMH_HUMAN,0.575,0.346,0.962,0.981,0.019,0.188,0.183554,52,53,105
SMU1_HUMAN,0.575,0.654,0.509,0.962,0.038,-0.299,0.183554,52,53,105
RAP1B_HUMAN,0.575,0.423,0.811,0.962,0.019,0.162,0.187814,52,53,105
AP2B1_HUMAN,0.575,0.327,0.83,0.962,0.113,0.178,0.185673,52,53,105
WDR82_HUMAN,0.575,0.558,0.642,0.962,0.038,0.147,0.183554,52,53,105
OGFR_HUMAN,0.575,0.327,0.925,0.962,0.057,0.168,0.187814,52,53,105
CRYL1_HUMAN,0.575,0.5,0.83,1.0,0.0,-0.229,0.185675,52,53,105
HV124_HUMAN,0.574,0.769,0.415,0.981,0.075,-0.286,0.189971,52,53,105
CD5L_HUMAN,0.574,0.731,0.491,0.962,0.113,0.337,0.194339,52,53,105
BRD4_HUMAN,0.574,0.5,0.66,0.962,0.075,0.198,0.19434,52,53,105
LYAM1_HUMAN,0.574,0.712,0.528,0.981,0.019,0.082,0.189971,52,53,105
B4GT1_HUMAN,0.574,0.269,0.906,0.962,0.075,0.428,0.189971,52,53,105
CRKL_HUMAN,0.574,0.5,0.717,1.0,0.0,-0.101,0.19434,52,53,105
GAPD1_HUMAN,0.574,0.365,0.906,0.962,0.094,0.212,0.19434,52,53,105
DOCK7_HUMAN,0.574,0.481,0.755,0.962,0.038,0.116,0.189971,52,53,105
PPIL1_HUMAN,0.574,0.404,0.83,0.962,0.075,0.18,0.189971,52,53,105
TGON2_HUMAN,0.573,0.481,0.698,0.962,0.094,-0.149,0.198783,52,53,105
SODM_HUMAN,0.573,0.75,0.472,0.981,0.019,0.271,0.198783,52,53,105
PLCG1_HUMAN,0.573,0.365,0.83,0.962,0.057,-0.152,0.195443,52,53,105
FXR1_HUMAN,0.573,0.5,0.717,0.962,0.038,0.192,0.196552,52,53,105
SUOX_HUMAN,0.573,0.654,0.547,0.962,0.057,-0.176,0.198783,52,53,105
MESD_HUMAN,0.573,0.635,0.547,0.981,0.075,0.299,0.201031,52,53,105
IFIT5_HUMAN,0.573,0.462,0.811,1.0,0.0,0.207,0.198783,52,53,105
CHERP_HUMAN,0.573,0.404,0.849,0.981,0.019,0.177,0.201031,52,53,105
PGM2_HUMAN,0.573,0.288,0.925,0.962,0.113,0.151,0.196552,52,53,105
MAVS_HUMAN,0.573,0.327,0.887,0.962,0.094,0.278,0.201029,52,53,105
PNKP_HUMAN,0.573,0.558,0.623,0.962,0.019,0.194,0.198783,52,53,105
AP1M1_HUMAN,0.573,0.519,0.717,0.962,0.057,0.077,0.199904,52,53,105
PPCT_HUMAN,0.573,0.365,0.943,0.962,0.038,0.19,0.196552,52,53,105
ST38L_HUMAN,0.573,0.442,0.792,0.981,0.038,0.104,0.201031,52,53,105
VTNC_HUMAN,0.572,0.25,0.962,1.0,0.0,-0.214,0.203299,52,53,105
FUBP2_HUMAN,0.572,0.308,0.887,0.962,0.094,0.237,0.203299,52,53,105
LS14A_HUMAN,0.572,0.346,0.925,0.962,0.094,0.25,0.205585,52,53,105
LPIN2_HUMAN,0.572,0.327,0.925,0.981,0.038,0.162,0.205585,52,53,105
PABP2_HUMAN,0.572,0.308,0.868,0.981,0.075,0.235,0.205585,52,53,105
EDC3_HUMAN,0.572,0.538,0.642,0.981,0.038,0.191,0.205585,52,53,105
RTCB_HUMAN,0.572,0.75,0.415,0.962,0.151,-0.154,0.203299,52,53,105
KV117_HUMAN,0.571,0.442,0.736,0.962,0.075,-0.268,0.210212,52,53,105
LV657_HUMAN,0.571,0.538,0.679,1.0,0.0,-0.192,0.210212,52,53,105
PLSL_HUMAN,0.571,0.192,0.981,1.0,0.0,0.23,0.207889,52,53,105
NUCL_HUMAN,0.571,0.308,0.906,0.962,0.038,0.196,0.210212,52,53,105
ZA2G_HUMAN,0.571,0.385,0.868,0.962,0.038,-0.206,0.207889,52,53,105
PML_HUMAN,0.571,0.462,0.736,0.962,0.019,-0.14,0.212554,52,53,105
SNX17_HUMAN,0.571,0.442,0.83,1.0,0.0,-0.181,0.207889,52,53,105
HIKES_HUMAN,0.571,0.269,0.906,0.962,0.038,0.164,0.210212,52,53,105
RAC1_HUMAN,0.571,0.385,0.868,1.0,0.019,0.158,0.207889,52,53,105
TNPO1_HUMAN,0.571,0.558,0.623,0.962,0.057,0.124,0.207888,52,53,105
COAC_HUMAN,0.571,0.308,0.981,0.981,0.057,0.3,0.210211,52,53,105
CSN8_HUMAN,0.571,0.365,0.925,0.962,0.113,0.246,0.207889,52,53,105
HNRL1_HUMAN,0.571,0.635,0.623,0.962,0.019,-0.14,0.212554,52,53,105
NPL_HUMAN,0.571,0.462,0.868,1.0,0.0,-0.006,0.207889,52,53,105
ACINU_HUMAN,0.571,0.365,0.83,0.962,0.075,0.193,0.212554,52,53,105
GPX4_HUMAN,0.57,0.308,0.962,0.962,0.038,0.249,0.216101,52,53,105
RPB2_HUMAN,0.57,0.423,0.774,0.962,0.057,0.131,0.219693,52,53,105
SMCA4_HUMAN,0.57,0.519,0.698,0.962,0.038,0.205,0.219693,52,53,105
TADBP_HUMAN,0.57,0.365,0.887,0.962,0.057,0.12,0.217294,52,53,105
LG3BP_HUMAN,0.57,0.904,0.302,0.962,0.094,-0.291,0.219693,52,53,105
NFYC_HUMAN,0.57,0.712,0.528,1.0,0.0,-0.031,0.214915,52,53,105
KGUA_HUMAN,0.57,0.404,0.868,1.0,0.019,0.115,0.219692,52,53,105
DCD_HUMAN,0.57,0.462,0.717,0.962,0.038,-0.208,0.214915,52,53,105
ACY1_HUMAN,0.57,0.212,0.962,0.962,0.094,0.242,0.214915,52,53,105
PSPC1_HUMAN,0.57,0.346,0.868,0.981,0.057,0.211,0.219693,52,53,105
PHAX_HUMAN,0.57,0.269,0.887,0.962,0.057,0.211,0.217293,52,53,105
SEPT9_HUMAN,0.57,0.423,0.792,0.962,0.075,0.171,0.214915,52,53,105
CHSP1_HUMAN,0.57,0.288,0.943,0.981,0.057,0.253,0.214915,52,53,105
NUB1_HUMAN,0.57,0.442,0.811,0.962,0.075,0.183,0.216101,52,53,105
TGFB1_HUMAN,0.569,0.423,0.774,1.0,0.075,-0.246,0.224546,52,53,105
APT_HUMAN,0.569,0.519,0.698,0.981,0.057,0.164,0.227002,52,53,105
XRCC5_HUMAN,0.569,0.577,0.604,1.0,0.0,0.122,0.227002,52,53,105
RINI_HUMAN,0.569,0.538,0.811,1.0,0.0,-0.105,0.22211,52,53,105
SAP3_HUMAN,0.569,0.923,0.302,0.981,0.151,-0.279,0.224546,52,53,105
HMOX2_HUMAN,0.569,0.212,0.962,0.981,0.113,0.264,0.224546,52,53,105
MTL26_HUMAN,0.569,0.269,0.925,0.962,0.057,0.179,0.224546,52,53,105
WNK1_HUMAN,0.569,0.365,0.925,0.962,0.057,0.187,0.224546,52,53,105
DNJB6_HUMAN,0.568,0.365,0.792,0.981,0.019,-0.178,0.233223,52,53,105
FKB1A_HUMAN,0.568,0.481,0.755,1.0,0.057,0.197,0.229474,52,53,105
SR140_HUMAN,0.567,0.404,0.83,0.981,0.038,0.201,0.237015,52,53,105
XRP2_HUMAN,0.567,0.423,0.792,0.981,0.019,0.204,0.239566,52,53,105
PTPRG_HUMAN,0.567,0.827,0.415,0.981,0.113,-0.243,0.237015,52,53,105
DUS3_HUMAN,0.567,0.308,0.981,0.962,0.075,0.22,0.234483,52,53,105
DHX8_HUMAN,0.567,0.442,0.717,1.0,0.019,0.123,0.237015,52,53,105
PRP31_HUMAN,0.567,0.712,0.434,0.981,0.019,0.157,0.239563,52,53,105
GAR1_HUMAN,0.567,0.615,0.547,1.0,0.019,0.267,0.239566,52,53,105
DEOC_HUMAN,0.567,0.346,0.887,0.962,0.038,0.138,0.237015,52,53,105
PUR4_HUMAN,0.566,0.269,1.0,1.0,0.038,0.19,0.244721,52,53,105
EPN2_HUMAN,0.566,0.462,0.755,0.981,0.019,0.174,0.242136,52,53,105
HV330_HUMAN;HVC05_HUMAN,0.566,0.365,0.849,0.962,0.019,-0.252,0.242136,52,53,105
P4HA1_HUMAN,0.566,0.346,0.868,0.981,0.151,0.428,0.244726,52,53,105
NUMA1_HUMAN,0.566,0.519,0.717,0.962,0.132,-0.153,0.244726,52,53,105
ATLA3_HUMAN,0.566,0.712,0.453,1.0,0.019,-0.161,0.244726,52,53,105
SIPA1_HUMAN,0.566,0.462,0.698,0.962,0.113,0.156,0.242136,52,53,105
TPPP3_HUMAN,0.566,0.327,0.981,1.0,0.0,-0.585,0.247336,52,53,105
S38AA_HUMAN,0.566,0.404,0.83,0.962,0.038,0.111,0.244726,52,53,105
HV5X1_HUMAN,0.565,0.75,0.453,0.981,0.075,-0.384,0.252612,52,53,105
PYGB_HUMAN,0.565,0.269,0.925,0.981,0.038,0.131,0.249964,52,53,105
LEG3_HUMAN,0.565,0.5,0.698,1.0,0.0,-0.185,0.25261,52,53,105
RCN2_HUMAN,0.565,0.327,0.887,0.981,0.057,0.33,0.252612,52,53,105
RS27A_HUMAN,0.565,0.385,0.774,0.962,0.094,0.136,0.252612,52,53,105
EXOSX_HUMAN,0.565,0.365,0.849,0.962,0.019,0.151,0.249964,52,53,105
PTRD1_HUMAN,0.565,0.269,1.0,1.0,0.038,0.163,0.248644,52,53,105
DDX42_HUMAN,0.565,0.327,0.83,0.981,0.094,0.198,0.253943,52,53,105
RALA_HUMAN,0.564,0.635,0.547,0.962,0.057,0.112,0.260674,52,53,105
IF4A3_HUMAN,0.564,0.231,0.943,1.0,0.0,0.124,0.260674,52,53,105
LSP1_HUMAN,0.564,0.231,0.943,0.962,0.019,0.174,0.257967,52,53,105
RECQ1_HUMAN,0.564,0.577,0.604,1.0,0.0,0.117,0.260674,52,53,105
DLG1_HUMAN,0.564,0.25,0.962,0.962,0.057,0.179,0.257967,52,53,105
ORN_HUMAN,0.564,0.538,0.66,0.962,0.075,0.183,0.260673,52,53,105
AIP_HUMAN,0.563,0.404,0.849,0.962,0.057,0.138,0.2634,52,53,105
SPTN2_HUMAN,0.563,0.385,0.83,0.962,0.075,0.167,0.266146,52,53,105
NUDT3_HUMAN,0.563,0.462,0.774,0.962,0.057,-0.138,0.26891,52,53,105
H14_HUMAN,0.563,0.712,0.434,0.981,0.113,0.306,0.268912,52,53,105
DPP4_HUMAN,0.563,0.269,0.962,0.981,0.019,-0.326,0.2634,52,53,105
FBX22_HUMAN,0.563,0.231,0.962,0.981,0.057,0.149,0.268912,52,53,105
VPS36_HUMAN,0.563,0.327,0.849,0.981,0.057,0.139,0.266146,52,53,105
HDHD2_HUMAN,0.563,0.577,0.623,0.962,0.038,-0.078,0.268912,52,53,105
IGLC7_HUMAN,0.562,0.288,0.887,0.962,0.075,-0.174,0.274502,52,53,105
DFFA_HUMAN,0.562,0.423,0.792,0.962,0.057,0.223,0.271697,52,53,105
FA9_HUMAN,0.562,0.385,0.887,1.0,0.038,0.207,0.274502,52,53,105
GBA1_HUMAN,0.562,0.462,0.736,0.962,0.019,-0.111,0.274502,52,53,105
LAMP1_HUMAN,0.562,0.327,0.811,0.962,0.057,0.155,0.277326,52,53,105
MA1A1_HUMAN,0.562,0.288,0.906,0.962,0.019,0.126,0.274502,52,53,105
PICAL_HUMAN,0.562,0.231,0.925,0.962,0.094,0.158,0.27591,52,53,105
PON3_HUMAN,0.562,0.442,0.792,0.962,0.038,0.146,0.271697,52,53,105
CSPG4_HUMAN,0.562,0.462,0.774,0.981,0.019,0.175,0.271697,52,53,105
PANK4_HUMAN,0.562,0.462,0.792,1.0,0.0,-0.119,0.271697,52,53,105
K2C1_HUMAN,0.561,0.365,0.868,0.962,0.019,-0.157,0.284473,52,53,105
F13B_HUMAN,0.561,0.423,0.774,1.0,0.0,0.135,0.285919,52,53,105
TETN_HUMAN,0.561,0.462,0.755,0.981,0.057,-0.136,0.285919,52,53,105
APEX1_HUMAN,0.561,0.788,0.358,1.0,0.0,0.181,0.283035,52,53,105
YLPM1_HUMAN,0.561,0.192,0.981,0.962,0.057,0.211,0.280169,52,53,105
C1QBP_HUMAN,0.561,0.462,0.717,0.981,0.057,0.246,0.285919,52,53,105
TBCD5_HUMAN,0.561,0.231,0.962,0.962,0.075,0.209,0.280171,52,53,105
ARL8B_HUMAN,0.561,0.365,0.811,0.962,0.075,0.098,0.280171,52,53,105
ARMC1_HUMAN,0.561,0.327,0.849,0.981,0.038,0.164,0.280171,52,53,105
HV64D_HUMAN,0.56,0.25,0.906,0.981,0.094,-0.272,0.294689,52,53,105
K1C19_HUMAN,0.56,0.346,0.83,0.962,0.057,-0.352,0.291746,52,53,105
MOC2A_HUMAN,0.56,0.365,0.849,0.962,0.075,0.143,0.291746,52,53,105
PROC_HUMAN,0.56,0.308,0.906,1.0,0.038,0.14,0.294689,52,53,105
SRSF9_HUMAN,0.56,0.5,0.698,0.962,0.038,-0.153,0.288822,52,53,105
QPCT_HUMAN,0.56,0.173,0.962,0.981,0.038,0.274,0.291746,52,53,105
U2AF1_HUMAN,0.56,0.731,0.415,0.981,0.019,-0.211,0.294689,52,53,105
VP13C_HUMAN,0.56,0.385,0.849,0.962,0.019,0.179,0.288822,52,53,105
DCA11_HUMAN,0.56,0.327,0.962,0.962,0.075,0.157,0.291746,52,53,105
UBTD2_HUMAN,0.56,0.346,0.83,0.962,0.075,-0.135,0.294689,52,53,105
HNRLL_HUMAN,0.56,0.346,0.83,0.981,0.057,0.109,0.294689,52,53,105
CHM4B_HUMAN,0.56,0.5,0.755,0.981,0.038,0.157,0.294689,52,53,105
ACO13_HUMAN,0.56,0.596,0.566,0.962,0.075,0.264,0.288822,52,53,105
DMBT1_HUMAN,0.56,0.327,0.887,1.0,0.019,-0.697,0.291746,52,53,105
CCDC9_HUMAN,0.56,0.5,0.698,1.0,0.019,0.151,0.293214,52,53,105
WAC2C_HUMAN,0.56,0.25,0.962,0.962,0.057,0.241,0.291746,52,53,105
RB22A_HUMAN,0.56,0.538,0.642,0.962,0.094,0.152,0.287366,52,53,105
K1C9_HUMAN,0.559,0.385,0.811,1.0,0.075,-0.224,0.300635,52,53,105
CISY_HUMAN,0.559,0.481,0.679,0.981,0.038,-0.191,0.297652,52,53,105
ENPL_HUMAN,0.559,0.692,0.509,1.0,0.0,-0.01,0.297652,52,53,105
PDIA3_HUMAN,0.559,0.192,0.943,0.962,0.151,0.254,0.297652,52,53,105
ELMO1_HUMAN,0.559,0.365,0.887,0.981,0.019,0.118,0.300635,52,53,105
RAB34_HUMAN,0.559,0.481,0.717,1.0,0.0,-0.169,0.300635,52,53,105
MYPT1_HUMAN,0.558,0.308,0.868,1.0,0.038,0.17,0.306661,52,53,105
AK1A1_HUMAN,0.558,0.519,0.679,0.981,0.019,0.143,0.303638,52,53,105
CADH6_HUMAN,0.558,0.231,0.943,0.962,0.038,0.347,0.303638,52,53,105
DOCK2_HUMAN,0.558,0.404,0.849,0.962,0.057,0.16,0.306661,52,53,105
F120B_HUMAN,0.558,0.269,0.943,1.0,0.038,0.153,0.309703,52,53,105
INO1_HUMAN,0.558,0.346,0.868,0.962,0.019,0.201,0.306661,52,53,105
NIBA1_HUMAN,0.558,0.673,0.472,1.0,0.0,0.155,0.306661,52,53,105
VAPA_HUMAN,0.558,0.481,0.642,0.962,0.113,0.178,0.303638,52,53,105
DVL2_HUMAN,0.557,0.635,0.566,1.0,0.0,-0.135,0.312766,52,53,105
LIS1_HUMAN,0.557,0.346,0.887,0.981,0.057,0.182,0.315848,52,53,105
EMAL3_HUMAN,0.557,0.385,0.792,1.0,0.0,-0.11,0.31895,52,53,105
ERH_HUMAN,0.557,0.538,0.642,1.0,0.019,0.143,0.312766,52,53,105
PACS1_HUMAN,0.557,0.192,0.962,0.981,0.094,0.139,0.318949,52,53,105
ERP44_HUMAN,0.557,0.385,0.755,0.981,0.132,0.214,0.318949,52,53,105
EHD4_HUMAN,0.557,0.654,0.547,1.0,0.0,0.073,0.315847,52,53,105
TRFL_HUMAN,0.556,0.731,0.453,0.962,0.019,0.302,0.322072,52,53,105
CO1A2_HUMAN,0.556,0.288,0.849,0.981,0.057,0.275,0.328376,52,53,105
ICAL_HUMAN,0.556,0.423,0.83,0.962,0.019,-0.052,0.322072,52,53,105
NSF_HUMAN,0.556,0.404,0.849,0.981,0.057,0.172,0.325214,52,53,105
MASP1_HUMAN,0.556,0.442,0.774,1.0,0.0,-0.172,0.325214,52,53,105
SPTB2_HUMAN,0.556,0.692,0.528,0.981,0.057,-0.078,0.328376,52,53,105
PTGR2_HUMAN,0.556,0.481,0.698,0.962,0.038,0.074,0.325214,52,53,105
T22D4_HUMAN,0.556,0.615,0.547,1.0,0.0,-0.117,0.322072,52,53,105
APOA2_HUMAN,0.555,0.615,0.604,1.0,0.019,-0.126,0.331558,52,53,105
KV401_HUMAN,0.555,0.25,0.906,0.962,0.057,-0.17,0.331558,52,53,105
CFAH_HUMAN,0.555,0.25,0.981,1.0,0.0,0.047,0.331558,52,53,105
CO7_HUMAN,0.555,0.288,0.943,1.0,0.0,0.022,0.329963,52,53,105
RABP2_HUMAN,0.555,0.538,0.679,1.0,0.0,-0.183,0.334759,52,53,105
GSTO1_HUMAN,0.555,0.577,0.642,1.0,0.0,-0.137,0.334758,52,53,105
RTCA_HUMAN,0.554,0.327,0.943,0.981,0.057,0.138,0.341222,52,53,105
DKC1_HUMAN,0.554,0.442,0.698,0.962,0.075,0.166,0.341222,52,53,105
ZRAB2_HUMAN,0.554,0.635,0.547,0.962,0.057,-0.125,0.341222,52,53,105
IGHM_HUMAN,0.554,0.538,0.623,0.981,0.075,0.153,0.344483,52,53,105
CO8B_HUMAN,0.554,0.385,0.887,0.962,0.019,-0.305,0.344483,52,53,105
NCK1_HUMAN,0.554,0.173,0.981,1.0,0.0,0.098,0.341222,52,53,105
CASP1_HUMAN,0.554,0.404,0.755,1.0,0.0,0.131,0.34612,52,53,105
COMP_HUMAN,0.554,0.481,0.774,1.0,0.0,0.147,0.337981,52,53,105
SOS1_HUMAN,0.554,0.288,0.925,0.981,0.019,0.119,0.344483,52,53,105
ADIPO_HUMAN,0.554,0.288,0.906,0.962,0.057,0.177,0.341222,52,53,105
HPF1_HUMAN,0.554,0.212,0.962,0.962,0.057,0.13,0.341222,52,53,105
TBK1_HUMAN,0.554,0.25,0.962,0.962,0.057,0.156,0.337977,52,53,105
HDHD1_HUMAN,0.553,0.385,0.755,0.962,0.094,0.192,0.347764,52,53,105
PI42B_HUMAN,0.553,0.673,0.472,0.962,0.17,-0.17,0.351065,52,53,105
CSN5_HUMAN,0.553,0.308,0.906,0.962,0.094,0.133,0.354385,52,53,105
NHLC2_HUMAN,0.553,0.288,0.925,0.981,0.057,0.149,0.347764,52,53,105
PLBL2_HUMAN,0.553,0.327,0.83,1.0,0.019,0.139,0.349411,52,53,105
SMRC2_HUMAN,0.553,0.5,0.679,0.962,0.094,0.153,0.354385,52,53,105
PCY2_HUMAN,0.553,0.25,0.943,0.981,0.019,0.199,0.347764,52,53,105
WDR37_HUMAN,0.553,0.538,0.604,0.981,0.057,0.084,0.354384,52,53,105
DHX15_HUMAN,0.552,0.192,0.962,0.962,0.019,0.081,0.361079,52,53,105
A2AP_HUMAN,0.552,0.308,0.887,1.0,0.019,0.156,0.357725,52,53,105
CO6A1_HUMAN,0.552,0.365,0.811,0.962,0.057,-0.157,0.364465,52,53,105
ASPG_HUMAN,0.552,0.788,0.358,0.962,0.038,0.103,0.364465,52,53,105
ACTY_HUMAN,0.552,0.577,0.623,0.981,0.038,-0.14,0.364465,52,53,105
HNRH2_HUMAN,0.552,0.673,0.528,1.0,0.019,-0.131,0.357725,52,53,105
PTN11_HUMAN,0.552,0.365,0.849,0.981,0.019,0.074,0.364465,52,53,105
OXR1_HUMAN,0.552,0.596,0.604,1.0,0.0,-0.066,0.361085,52,53,105
SIAS_HUMAN,0.552,0.288,0.981,0.981,0.075,0.239,0.357725,52,53,105
FAF1_HUMAN,0.552,0.288,0.906,0.981,0.038,0.144,0.356052,52,53,105
RU2B_HUMAN,0.551,0.635,0.509,0.962,0.094,0.17,0.367864,52,53,105
ROA2_HUMAN,0.551,0.385,0.792,0.981,0.038,0.144,0.367864,52,53,105
GPNMB_HUMAN,0.551,0.5,0.642,0.981,0.094,-0.183,0.371284,52,53,105
LYSC_HUMAN,0.551,0.712,0.434,0.962,0.057,-0.252,0.367864,52,53,105
PGRP2_HUMAN,0.551,0.404,0.774,0.981,0.038,-0.094,0.367864,52,53,105
AGAP3_HUMAN,0.551,0.423,0.717,0.962,0.038,-0.087,0.36957,52,53,105
RRP44_HUMAN,0.551,0.481,0.679,1.0,0.0,0.095,0.367864,52,53,105
VMA5A_HUMAN,0.55,0.385,0.83,1.0,0.0,0.071,0.381659,52,53,105
SNP29_HUMAN,0.55,0.365,0.849,0.962,0.038,0.18,0.378181,52,53,105
CHLE_HUMAN,0.55,0.385,0.887,0.962,0.019,0.035,0.378181,52,53,105
RALB_HUMAN,0.55,0.327,0.868,0.962,0.019,-0.093,0.374722,52,53,105
FKBP9_HUMAN,0.55,0.519,0.774,1.0,0.0,-0.007,0.374721,52,53,105
STAT6_HUMAN,0.55,0.481,0.679,1.0,0.019,0.105,0.374722,52,53,105
AAKG1_HUMAN,0.55,0.269,0.906,1.0,0.0,0.058,0.374722,52,53,105
CRIP2_HUMAN,0.55,0.269,0.981,1.0,0.019,0.119,0.381659,52,53,105
CCD93_HUMAN,0.55,0.212,0.962,1.0,0.038,0.131,0.381659,52,53,105
PRUN1_HUMAN,0.55,0.365,0.868,0.981,0.038,0.086,0.374722,52,53,105
WDR13_HUMAN,0.55,0.25,0.925,0.962,0.075,0.135,0.378181,52,53,105
LV539_HUMAN,0.549,0.442,0.755,1.0,0.038,-0.219,0.385156,52,53,105
AMBP_HUMAN,0.549,0.327,0.925,0.962,0.057,0.112,0.388673,52,53,105
A1BG_HUMAN,0.549,0.346,0.83,1.0,0.0,-0.136,0.388673,52,53,105
CO8G_HUMAN,0.549,0.365,0.868,1.0,0.0,-0.207,0.388673,52,53,105
LRC57_HUMAN,0.549,0.308,0.906,0.962,0.038,0.092,0.39221,52,53,105
CBPB2_HUMAN,0.549,0.385,0.868,1.0,0.0,-0.092,0.39221,52,53,105
AEDO_HUMAN,0.549,0.423,0.774,1.0,0.019,0.116,0.388672,52,53,105
HV404_HUMAN,0.548,0.673,0.472,0.962,0.038,-0.176,0.401135,52,53,105
SPEE_HUMAN,0.548,0.462,0.755,1.0,0.0,-0.019,0.393984,52,53,105
PZP_HUMAN,0.548,0.519,0.642,1.0,0.0,0.155,0.395766,52,53,105
CATS_HUMAN,0.548,0.654,0.528,0.962,0.094,0.134,0.399341,52,53,105
GDIA_HUMAN,0.548,0.808,0.34,0.962,0.057,-0.081,0.399341,52,53,105
TSP3_HUMAN,0.548,0.327,0.868,1.0,0.0,0.192,0.399341,52,53,105
NDK3_HUMAN,0.548,0.327,0.887,0.981,0.019,0.155,0.399341,52,53,105
ITIH4_HUMAN,0.548,0.212,0.981,1.0,0.0,0.091,0.402936,52,53,105
PP2BA_HUMAN,0.548,0.269,0.906,0.962,0.057,0.068,0.395766,52,53,105
SAFB2_HUMAN,0.548,0.808,0.34,0.962,0.038,-0.125,0.402936,52,53,105
STRP1_HUMAN,0.548,0.212,0.981,0.962,0.113,0.187,0.399341,52,53,105
PLD3_HUMAN,0.548,0.346,0.868,1.0,0.0,-0.115,0.402936,52,53,105
NUP43_HUMAN,0.548,0.404,0.774,0.962,0.038,0.142,0.395766,52,53,105
PARD3_HUMAN,0.548,0.308,0.83,0.981,0.057,0.121,0.395766,52,53,105
MMRN2_HUMAN,0.548,0.404,0.792,0.981,0.019,-0.248,0.399341,52,53,105
EPN1_HUMAN,0.548,0.577,0.604,1.0,0.0,-0.08,0.399341,52,53,105
