Biomarker_1,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
HMGB3_AL1A2,0.97815,0.12121,0.98246,0.80702,0.97872,0.83582,0.33333,0.94737,0.94737,0.94737,0.94737,0.25253,0.96491,0.92982,0.96364,0.93220
AL1A2_HMGB3,0.97815,0.12121,0.98246,0.80702,0.97872,0.83582,0.33333,0.94737,0.94737,0.94737,0.94737,0.25253,0.96491,0.92982,0.96364,0.93220
IDE_CDN2C,0.9781,0.11111,0.98113,0.80357,0.97826,0.82540,0.31313,0.96226,0.94643,0.96364,0.94444,0.31313,0.96226,0.94643,0.96364,0.94444
CDN2C_IDE,0.9781,0.11111,0.98113,0.80357,0.97826,0.82540,0.31313,0.96226,0.94643,0.96364,0.94444,0.31313,0.96226,0.94643,0.96364,0.94444
CDK1_EHD2,0.97806,0.21212,0.96552,0.89091,0.96078,0.90323,0.29293,0.94828,0.90909,0.94340,0.91667,0.83838,0.86207,1.00000,0.87302,1.00000
EHD2_CDK1,0.97806,0.21212,0.96552,0.89091,0.96078,0.90323,0.29293,0.94828,0.90909,0.94340,0.91667,0.83838,0.86207,1.00000,0.87302,1.00000
RECK_UCK2,0.97789,0.10101,0.97872,0.74510,0.97436,0.77966,0.29293,0.95745,0.86275,0.95652,0.86538,0.42424,0.93617,0.94118,0.94118,0.93617
UCK2_RECK,0.97789,0.10101,0.97872,0.74510,0.97436,0.77966,0.29293,0.95745,0.86275,0.95652,0.86538,0.42424,0.93617,0.94118,0.94118,0.93617
DHYS_MECP2,0.97786,0.14141,0.98214,0.78000,0.97500,0.83333,0.25253,0.94643,0.82000,0.93182,0.85484,0.76768,0.87500,0.96000,0.87273,0.96078
MECP2_DHYS,0.97786,0.14141,0.98214,0.78000,0.97500,0.83333,0.25253,0.94643,0.82000,0.93182,0.85484,0.76768,0.87500,0.96000,0.87273,0.96078
SMC2_CDN2C,0.97774,0.09091,0.98113,0.70000,0.97222,0.77612,0.15152,0.96226,0.86000,0.95556,0.87931,0.69697,0.88679,1.00000,0.89286,1.00000
CDN2C_SMC2,0.97774,0.09091,0.98113,0.70000,0.97222,0.77612,0.15152,0.96226,0.86000,0.95556,0.87931,0.69697,0.88679,1.00000,0.89286,1.00000
PGS2_UCK2,0.9777,0.16162,0.98039,0.84314,0.97727,0.86207,0.22222,0.96078,0.86275,0.95652,0.87500,0.69697,0.90196,0.98039,0.90909,0.97872
UCK2_PGS2,0.9777,0.16162,0.98039,0.84314,0.97727,0.86207,0.22222,0.96078,0.86275,0.95652,0.87500,0.69697,0.90196,0.98039,0.90909,0.97872
PGRC1_MD2L1,0.97768,0.10101,0.98214,0.73214,0.97619,0.78571,0.38384,0.94643,0.91071,0.94444,0.91379,0.38384,0.94643,0.91071,0.94444,0.91379
MD2L1_PGRC1,0.97768,0.10101,0.98214,0.73214,0.97619,0.78571,0.38384,0.94643,0.91071,0.94444,0.91379,0.38384,0.94643,0.91071,0.94444,0.91379
AL1A2_MD2L1,0.9776,0.07071,0.98182,0.71429,0.97561,0.77143,0.17172,0.96364,0.92857,0.96296,0.92982,0.17172,0.96364,0.92857,0.96296,0.92982
MD2L1_AL1A2,0.9776,0.07071,0.98182,0.71429,0.97561,0.77143,0.17172,0.96364,0.92857,0.96296,0.92982,0.17172,0.96364,0.92857,0.96296,0.92982
SMC2_CNRP1,0.9775,0.13131,0.98214,0.72000,0.97297,0.79710,0.23232,0.94643,0.86000,0.93478,0.88333,0.60606,0.89286,0.96000,0.88889,0.96154
CNRP1_SMC2,0.9775,0.13131,0.98214,0.72000,0.97297,0.79710,0.23232,0.94643,0.86000,0.93478,0.88333,0.60606,0.89286,0.96000,0.88889,0.96154
AL1A1_IDE,0.9774,0.35354,0.98305,0.94737,0.98182,0.95082,0.49495,0.94915,0.96491,0.94828,0.96552,0.35354,0.98305,0.94737,0.98182,0.95082
PGS2_FAS,0.9774,0.17172,0.98305,0.89474,0.98077,0.90625,0.45455,0.94915,0.94737,0.94737,0.94915,0.45455,0.94915,0.94737,0.94737,0.94915
IDE_AL1A1,0.9774,0.35354,0.98305,0.94737,0.98182,0.95082,0.49495,0.94915,0.96491,0.94828,0.96552,0.35354,0.98305,0.94737,0.98182,0.95082
FAS_PGS2,0.9774,0.17172,0.98305,0.89474,0.98077,0.90625,0.45455,0.94915,0.94737,0.94737,0.94915,0.45455,0.94915,0.94737,0.94737,0.94915
ESRP1_EPDR1,0.97729,0.10101,0.98113,0.79630,0.97727,0.82540,0.33333,0.96226,0.90741,0.96078,0.91071,0.33333,0.96226,0.90741,0.96078,0.91071
EPDR1_ESRP1,0.97729,0.10101,0.98113,0.79630,0.97727,0.82540,0.33333,0.96226,0.90741,0.96078,0.91071,0.33333,0.96226,0.90741,0.96078,0.91071
LYPA1_AL1A2,0.97722,0.16162,0.98246,0.84211,0.97959,0.86154,0.32323,0.94737,0.91228,0.94545,0.91525,0.32323,0.94737,0.91228,0.94545,0.91525
AL1A2_LYPA1,0.97722,0.16162,0.98246,0.84211,0.97959,0.86154,0.32323,0.94737,0.91228,0.94545,0.91525,0.32323,0.94737,0.91228,0.94545,0.91525
EGLN_IMA1,0.97719,0.13131,0.98246,0.74000,0.97368,0.81159,0.22222,0.94737,0.86000,0.93478,0.88525,0.72727,0.84211,1.00000,0.84746,1.00000
MECP2_AVL9,0.97719,0.09091,0.98182,0.70909,0.97500,0.77143,0.35354,0.94545,0.90909,0.94340,0.91228,0.56566,0.90909,0.96364,0.91379,0.96154
IMA1_EGLN,0.97719,0.13131,0.98246,0.74000,0.97368,0.81159,0.22222,0.94737,0.86000,0.93478,0.88525,0.72727,0.84211,1.00000,0.84746,1.00000
KANK2_RTKN,0.97719,0.19192,0.97959,0.86275,0.97778,0.87273,0.19192,0.97959,0.86275,0.97778,0.87273,0.19192,0.97959,0.86275,0.97778,0.87273
AVL9_MECP2,0.97719,0.09091,0.98182,0.70909,0.97500,0.77143,0.35354,0.94545,0.90909,0.94340,0.91228,0.56566,0.90909,0.96364,0.91379,0.96154
RTKN_KANK2,0.97719,0.19192,0.97959,0.86275,0.97778,0.87273,0.19192,0.97959,0.86275,0.97778,0.87273,0.19192,0.97959,0.86275,0.97778,0.87273
EGLN_PSME4,0.977,0.20202,0.98077,0.88235,0.97826,0.89474,0.22222,0.96154,0.90196,0.95833,0.90909,0.45455,0.94231,0.94118,0.94118,0.94231
PSME4_EGLN,0.977,0.20202,0.98077,0.88235,0.97826,0.89474,0.22222,0.96154,0.90196,0.95833,0.90909,0.45455,0.94231,0.94118,0.94118,0.94231
MECP2_UCK2,0.97693,0.23232,0.98039,0.88235,0.97826,0.89286,0.30303,0.96078,0.90196,0.95833,0.90741,0.23232,0.98039,0.88235,0.97826,0.89286
UCK2_MECP2,0.97693,0.23232,0.98039,0.88235,0.97826,0.89286,0.30303,0.96078,0.90196,0.95833,0.90741,0.23232,0.98039,0.88235,0.97826,0.89286
PGS2_RTKN,0.97686,0.0303,1.00000,0.49020,1.00000,0.65789,0.29293,0.96000,0.92157,0.95918,0.92308,0.29293,0.96000,0.92157,0.95918,0.92308
RTKN_PGS2,0.97686,0.0303,1.00000,0.49020,1.00000,0.65789,0.29293,0.96000,0.92157,0.95918,0.92308,0.29293,0.96000,0.92157,0.95918,0.92308
VINEX_LYPA1,0.97667,0.10101,0.98113,0.78182,0.97727,0.81250,0.23232,0.96226,0.87273,0.96000,0.87931,0.58586,0.90566,0.98182,0.91525,0.97959
LYPA1_VINEX,0.97667,0.10101,0.98113,0.78182,0.97727,0.81250,0.23232,0.96226,0.87273,0.96000,0.87931,0.58586,0.90566,0.98182,0.91525,0.97959
KANK2_AVL9,0.97667,0.13131,0.98113,0.78182,0.97727,0.81250,0.26263,0.96226,0.85455,0.95918,0.86441,0.52525,0.88679,0.98182,0.90000,0.97917
AVL9_KANK2,0.97667,0.13131,0.98113,0.78182,0.97727,0.81250,0.26263,0.96226,0.85455,0.95918,0.86441,0.52525,0.88679,0.98182,0.90000,0.97917
PRIO_GNA1,0.97665,0.22222,0.98077,0.82143,0.97872,0.83607,0.24242,0.96154,0.85714,0.96000,0.86207,0.30303,0.94231,0.91071,0.94444,0.90741
GNA1_PRIO,0.97665,0.22222,0.98077,0.82143,0.97872,0.83607,0.24242,0.96154,0.85714,0.96000,0.86207,0.30303,0.94231,0.91071,0.94444,0.90741
AL1L1_FAS,0.97661,0.0404,0.98148,0.59649,0.97143,0.69737,0.17172,0.96296,0.77193,0.95652,0.80000,0.67677,0.90741,1.00000,0.91935,1.00000
FAS_AL1L1,0.97661,0.0404,0.98148,0.59649,0.97143,0.69737,0.17172,0.96296,0.77193,0.95652,0.80000,0.67677,0.90741,1.00000,0.91935,1.00000
GNA1_EPDR1,0.9766,0.16162,0.98148,0.80000,0.97778,0.82812,0.16162,0.98148,0.80000,0.97778,0.82812,0.45455,0.90741,0.96364,0.91379,0.96078
EPDR1_GNA1,0.9766,0.16162,0.98148,0.80000,0.97778,0.82812,0.16162,0.98148,0.80000,0.97778,0.82812,0.45455,0.90741,0.96364,0.91379,0.96078
RECK_RTKN,0.97656,0.08081,0.97826,0.68627,0.97222,0.73770,0.18182,0.95652,0.84314,0.95556,0.84615,0.34343,0.93478,0.94118,0.94118,0.93478
RTKN_RECK,0.97656,0.08081,0.97826,0.68627,0.97222,0.73770,0.18182,0.95652,0.84314,0.95556,0.84615,0.34343,0.93478,0.94118,0.94118,0.93478
IDI1_KANK2,0.97653,0.06061,1.00000,0.69091,1.00000,0.76389,0.30303,0.94545,0.89091,0.94231,0.89655,0.42424,0.90909,0.96364,0.91379,0.96154
KANK2_IDI1,0.97653,0.06061,1.00000,0.69091,1.00000,0.76389,0.30303,0.94545,0.89091,0.94231,0.89655,0.42424,0.90909,0.96364,0.91379,0.96154
PGRC1_ACACA,0.97647,0.26263,0.98182,0.84314,0.97727,0.87097,0.26263,0.98182,0.84314,0.97727,0.87097,0.26263,0.98182,0.84314,0.97727,0.87097
ACACA_PGRC1,0.97647,0.26263,0.98182,0.84314,0.97727,0.87097,0.26263,0.98182,0.84314,0.97727,0.87097,0.26263,0.98182,0.84314,0.97727,0.87097
EGLN_IDI1,0.9764,0.12121,0.98246,0.72727,0.97561,0.78873,0.17172,0.94737,0.81818,0.93750,0.84375,0.45455,0.91228,0.96364,0.91379,0.96296
IDI1_EGLN,0.9764,0.12121,0.98246,0.72727,0.97561,0.78873,0.17172,0.94737,0.81818,0.93750,0.84375,0.45455,0.91228,0.96364,0.91379,0.96296
PRIO_MSTO1,0.97639,0.25253,0.98039,0.85714,0.97674,0.87719,0.32323,0.96078,0.89796,0.95652,0.90741,0.46465,0.92157,0.97959,0.92308,0.97917
MSTO1_PRIO,0.97639,0.25253,0.98039,0.85714,0.97674,0.87719,0.32323,0.96078,0.89796,0.95652,0.90741,0.46465,0.92157,0.97959,0.92308,0.97917
CASP3_KAP3,0.97633,0.16162,0.98113,0.80000,0.97778,0.82540,0.16162,0.98113,0.80000,0.97778,0.82540,0.35354,0.92453,0.94545,0.92857,0.94231
KAP3_CASP3,0.97633,0.16162,0.98113,0.80000,0.97778,0.82540,0.16162,0.98113,0.80000,0.97778,0.82540,0.35354,0.92453,0.94545,0.92857,0.94231
MXRA7_GNA1,0.9763,0.15152,1.00000,0.78571,1.00000,0.82090,0.28283,0.94545,0.89286,0.94340,0.89655,0.47475,0.90909,0.98214,0.91667,0.98039
GNA1_MXRA7,0.9763,0.15152,1.00000,0.78571,1.00000,0.82090,0.28283,0.94545,0.89286,0.94340,0.89655,0.47475,0.90909,0.98214,0.91667,0.98039
PGS2_AVL9,0.9762,0.19192,0.98182,0.81818,0.97826,0.84375,0.33333,0.94545,0.92727,0.94444,0.92857,0.33333,0.94545,0.92727,0.94444,0.92857
AVL9_PGS2,0.9762,0.19192,0.98182,0.81818,0.97826,0.84375,0.33333,0.94545,0.92727,0.94444,0.92857,0.33333,0.94545,0.92727,0.94444,0.92857
AL1L1_ACACA,0.97616,0.08081,0.98039,0.66667,0.97143,0.74627,0.11111,0.96078,0.72549,0.94872,0.77778,0.40404,0.94118,0.96078,0.94231,0.96000
ACACA_AL1L1,0.97616,0.08081,0.98039,0.66667,0.97143,0.74627,0.11111,0.96078,0.72549,0.94872,0.77778,0.40404,0.94118,0.96078,0.94231,0.96000
NRDC_CDN2C,0.97596,0.12121,0.98077,0.85714,0.97959,0.86441,0.25253,0.96154,0.87500,0.96078,0.87719,0.12121,0.98077,0.85714,0.97959,0.86441
CDN2C_NRDC,0.97596,0.12121,0.98077,0.85714,0.97959,0.86441,0.25253,0.96154,0.87500,0.96078,0.87719,0.12121,0.98077,0.85714,0.97959,0.86441
AL1A1_NDKB,0.97591,0.40404,0.96610,0.94737,0.96429,0.95000,0.40404,0.96610,0.94737,0.96429,0.95000,0.40404,0.96610,0.94737,0.96429,0.95000
NDKB_AL1A1,0.97591,0.40404,0.96610,0.94737,0.96429,0.95000,0.40404,0.96610,0.94737,0.96429,0.95000,0.40404,0.96610,0.94737,0.96429,0.95000
CASP3_MECP2,0.97591,0.22222,0.96610,0.84211,0.96000,0.86364,0.27273,0.94915,0.85965,0.94231,0.87500,0.75758,0.84746,0.98246,0.86154,0.98039
MECP2_CASP3,0.97591,0.22222,0.96610,0.84211,0.96000,0.86364,0.27273,0.94915,0.85965,0.94231,0.87500,0.75758,0.84746,0.98246,0.86154,0.98039
EHD2_HOOK1,0.97587,0.0404,0.98182,0.50909,0.96552,0.66667,0.25253,0.94545,0.94545,0.94545,0.94545,0.24242,0.96364,0.92727,0.96226,0.92982
HOOK1_EHD2,0.97587,0.0404,0.98182,0.50909,0.96552,0.66667,0.25253,0.94545,0.94545,0.94545,0.94545,0.24242,0.96364,0.92727,0.96226,0.92982
CDK1_MECP2,0.97586,0.27273,0.96552,0.90909,0.96154,0.91803,0.27273,0.96552,0.90909,0.96154,0.91803,0.27273,0.96552,0.90909,0.96154,0.91803
MECP2_CDK1,0.97586,0.27273,0.96552,0.90909,0.96154,0.91803,0.27273,0.96552,0.90909,0.96154,0.91803,0.27273,0.96552,0.90909,0.96154,0.91803
CLIC2_GGCT,0.9758,0.21212,0.96552,0.84211,0.96000,0.86154,0.24242,0.94828,0.87719,0.94340,0.88710,0.44444,0.87931,0.94737,0.88525,0.94444
CLIC2_DPP3,0.9758,0.23232,0.98276,0.91228,0.98113,0.91935,0.23232,0.98276,0.91228,0.98113,0.91935,0.23232,0.98276,0.91228,0.98113,0.91935
GGCT_CLIC2,0.9758,0.21212,0.96552,0.84211,0.96000,0.86154,0.24242,0.94828,0.87719,0.94340,0.88710,0.44444,0.87931,0.94737,0.88525,0.94444
AL1A2_IDE,0.9758,0.23232,0.96552,0.89474,0.96226,0.90323,0.29293,0.94828,0.91228,0.94545,0.91667,0.43434,0.93103,0.94737,0.93103,0.94737
IDE_AL1A2,0.9758,0.23232,0.96552,0.89474,0.96226,0.90323,0.29293,0.94828,0.91228,0.94545,0.91667,0.43434,0.93103,0.94737,0.93103,0.94737
DPP3_CLIC2,0.9758,0.23232,0.98276,0.91228,0.98113,0.91935,0.23232,0.98276,0.91228,0.98113,0.91935,0.23232,0.98276,0.91228,0.98113,0.91935
ACACA_EHD2,0.97576,0.09091,0.98182,0.72549,0.97368,0.79412,0.43434,0.94545,0.96078,0.94231,0.96296,0.43434,0.94545,0.96078,0.94231,0.96296
EHD2_ACACA,0.97576,0.09091,0.98182,0.72549,0.97368,0.79412,0.43434,0.94545,0.96078,0.94231,0.96296,0.43434,0.94545,0.96078,0.94231,0.96296
EGLN_GNA1,0.97565,0.12121,0.98182,0.76786,0.97727,0.80597,0.42424,0.94545,0.92857,0.94545,0.92857,0.42424,0.94545,0.92857,0.94545,0.92857
AVL9_EPDR1,0.97565,0.07071,0.98148,0.66667,0.97297,0.74648,0.27273,0.96296,0.88889,0.96000,0.89655,0.64646,0.88889,0.98148,0.89831,0.97959
GNA1_EGLN,0.97565,0.12121,0.98182,0.76786,0.97727,0.80597,0.42424,0.94545,0.92857,0.94545,0.92857,0.42424,0.94545,0.92857,0.94545,0.92857
EPDR1_AVL9,0.97565,0.07071,0.98148,0.66667,0.97297,0.74648,0.27273,0.96296,0.88889,0.96000,0.89655,0.64646,0.88889,0.98148,0.89831,0.97959
MXRA7_HOOK1,0.97554,0.26263,0.98182,0.89091,0.98000,0.90000,0.40404,0.96364,0.92727,0.96226,0.92982,0.40404,0.96364,0.92727,0.96226,0.92982
HOOK1_MXRA7,0.97554,0.26263,0.98182,0.89091,0.98000,0.90000,0.40404,0.96364,0.92727,0.96226,0.92982,0.40404,0.96364,0.92727,0.96226,0.92982
KAP3_UBE2H,0.97552,0.22222,0.98077,0.85455,0.97917,0.86441,0.22222,0.98077,0.85455,0.97917,0.86441,0.22222,0.98077,0.85455,0.97917,0.86441
UBE2H_KAP3,0.97552,0.22222,0.98077,0.85455,0.97917,0.86441,0.22222,0.98077,0.85455,0.97917,0.86441,0.22222,0.98077,0.85455,0.97917,0.86441
AL1A1_PSME4,0.97549,0.25253,0.98077,0.90196,0.97872,0.91071,0.25253,0.98077,0.90196,0.97872,0.91071,0.59596,0.94231,0.94118,0.94118,0.94231
MXRA7_PSME4,0.97549,0.34343,0.98077,0.92157,0.97917,0.92727,0.34343,0.98077,0.92157,0.97917,0.92727,0.34343,0.98077,0.92157,0.97917,0.92727
PSME4_AL1A1,0.97549,0.25253,0.98077,0.90196,0.97872,0.91071,0.25253,0.98077,0.90196,0.97872,0.91071,0.59596,0.94231,0.94118,0.94118,0.94231
PSME4_MXRA7,0.97549,0.34343,0.98077,0.92157,0.97917,0.92727,0.34343,0.98077,0.92157,0.97917,0.92727,0.34343,0.98077,0.92157,0.97917,0.92727
MSTO1_EHD2,0.97543,0.11111,0.98148,0.75510,0.97368,0.81538,0.21212,0.96296,0.83673,0.95349,0.86667,0.74747,0.87037,1.00000,0.87500,1.00000
EHD2_MSTO1,0.97543,0.11111,0.98148,0.75510,0.97368,0.81538,0.21212,0.96296,0.83673,0.95349,0.86667,0.74747,0.87037,1.00000,0.87500,1.00000
MECP2_UBE2H,0.97538,0.18182,0.98246,0.82456,0.97917,0.84848,0.18182,0.98246,0.82456,0.97917,0.84848,0.64646,0.87719,0.96491,0.88710,0.96154
UBE2H_MECP2,0.97538,0.18182,0.98246,0.82456,0.97917,0.84848,0.18182,0.98246,0.82456,0.97917,0.84848,0.64646,0.87719,0.96491,0.88710,0.96154
EGLN_DHYS,0.97536,0.15152,0.98214,0.80000,0.97561,0.84615,0.18182,0.96429,0.82000,0.95349,0.85714,0.76768,0.83929,1.00000,0.84746,1.00000
DHYS_EGLN,0.97536,0.15152,0.98214,0.80000,0.97561,0.84615,0.18182,0.96429,0.82000,0.95349,0.85714,0.76768,0.83929,1.00000,0.84746,1.00000
EGFR_MD2L1,0.97532,0.10101,0.98182,0.75000,0.97674,0.79412,0.20202,0.94545,0.85714,0.94118,0.86667,0.45455,0.92727,0.94643,0.92982,0.94444
MD2L1_EGFR,0.97532,0.10101,0.98182,0.75000,0.97674,0.79412,0.20202,0.94545,0.85714,0.94118,0.86667,0.45455,0.92727,0.94643,0.92982,0.94444
VINEX_G6PI,0.9753,0.07071,0.98113,0.69091,0.97436,0.75362,0.27273,0.96226,0.89091,0.96078,0.89474,0.27273,0.96226,0.89091,0.96078,0.89474
G6PI_VINEX,0.9753,0.07071,0.98113,0.69091,0.97436,0.75362,0.27273,0.96226,0.89091,0.96078,0.89474,0.27273,0.96226,0.89091,0.96078,0.89474
SMC2_RET7,0.97529,0.14141,0.98039,0.82000,0.97619,0.84746,0.20202,0.96078,0.88000,0.95652,0.89091,0.47475,0.92157,0.96000,0.92308,0.95918
RET7_SMC2,0.97529,0.14141,0.98039,0.82000,0.97619,0.84746,0.20202,0.96078,0.88000,0.95652,0.89091,0.47475,0.92157,0.96000,0.92308,0.95918
CLIC2_SYTC,0.9752,0.30303,0.96552,0.91228,0.96296,0.91803,0.30303,0.96552,0.91228,0.96296,0.91803,0.30303,0.96552,0.91228,0.96296,0.91803
SYTC_CLIC2,0.9752,0.30303,0.96552,0.91228,0.96296,0.91803,0.30303,0.96552,0.91228,0.96296,0.91803,0.30303,0.96552,0.91228,0.96296,0.91803
KAP3_DHYS,0.97519,0.14141,1.00000,0.75510,1.00000,0.80952,0.18182,0.96078,0.77551,0.95000,0.81667,0.79798,0.84314,1.00000,0.85965,1.00000
DHYS_KAP3,0.97519,0.14141,1.00000,0.75510,1.00000,0.80952,0.18182,0.96078,0.77551,0.95000,0.81667,0.79798,0.84314,1.00000,0.85965,1.00000
AL1L1_CDK1,0.97508,0.07071,0.98148,0.63636,0.97222,0.72603,0.16162,0.96296,0.78182,0.95556,0.81250,0.54545,0.90741,0.98182,0.91525,0.98000
CDK1_AL1L1,0.97508,0.07071,0.98148,0.63636,0.97222,0.72603,0.16162,0.96296,0.78182,0.95556,0.81250,0.54545,0.90741,0.98182,0.91525,0.98000
PTPRF_CDN2C,0.97507,0.10101,0.98113,0.78571,0.97778,0.81250,0.35354,0.96226,0.89286,0.96154,0.89474,0.35354,0.96226,0.89286,0.96154,0.89474
CDN2C_PTPRF,0.97507,0.10101,0.98113,0.78571,0.97778,0.81250,0.35354,0.96226,0.89286,0.96154,0.89474,0.35354,0.96226,0.89286,0.96154,0.89474
MECP2_JUPI1,0.97504,0.19192,0.96610,0.78182,0.95556,0.82609,0.34343,0.94915,0.83636,0.93878,0.86154,0.56566,0.89831,0.92727,0.89474,0.92982
JUPI1_MECP2,0.97504,0.19192,0.96610,0.78182,0.95556,0.82609,0.34343,0.94915,0.83636,0.93878,0.86154,0.56566,0.89831,0.92727,0.89474,0.92982
NDKB_MECP2,0.97502,0.16162,0.98305,0.82456,0.97917,0.85294,0.16162,0.98305,0.82456,0.97917,0.85294,0.62626,0.88136,0.94737,0.88525,0.94545
MECP2_NDKB,0.97502,0.16162,0.98305,0.82456,0.97917,0.85294,0.16162,0.98305,0.82456,0.97917,0.85294,0.62626,0.88136,0.94737,0.88525,0.94545
RET7_MSTO1,0.97501,0.18182,0.97959,0.89796,0.97778,0.90566,0.18182,0.97959,0.89796,0.97778,0.90566,0.18182,0.97959,0.89796,0.97778,0.90566
MSTO1_RET7,0.97501,0.18182,0.97959,0.89796,0.97778,0.90566,0.18182,0.97959,0.89796,0.97778,0.90566,0.18182,0.97959,0.89796,0.97778,0.90566
SMC2_EHD2,0.975,0.08081,0.98214,0.66000,0.97059,0.76389,0.18182,0.96429,0.84000,0.95455,0.87097,0.77778,0.87500,1.00000,0.87719,1.00000
GNA1_CNRP1,0.975,0.07071,0.98182,0.69643,0.97500,0.76056,0.25253,0.94545,0.87500,0.94231,0.88136,0.44444,0.90909,0.98214,0.91667,0.98039
CNRP1_GNA1,0.975,0.07071,0.98182,0.69643,0.97500,0.76056,0.25253,0.94545,0.87500,0.94231,0.88136,0.44444,0.90909,0.98214,0.91667,0.98039
EHD2_SMC2,0.975,0.08081,0.98214,0.66000,0.97059,0.76389,0.18182,0.96429,0.84000,0.95455,0.87097,0.77778,0.87500,1.00000,0.87719,1.00000
AL1A2_CASP3,0.97489,0.25253,0.96552,0.91228,0.96296,0.91803,0.29293,0.94828,0.92982,0.94643,0.93220,0.38384,0.93103,0.94737,0.93103,0.94737
CASP3_AL1A2,0.97489,0.25253,0.96552,0.91228,0.96296,0.91803,0.29293,0.94828,0.92982,0.94643,0.93220,0.38384,0.93103,0.94737,0.93103,0.94737
PGS2_HMCS1,0.97481,0.14141,0.98214,0.82143,0.97872,0.84615,0.35354,0.96429,0.92857,0.96296,0.93103,0.35354,0.96429,0.92857,0.96296,0.93103
KAP3_HOOK1,0.97481,0.0404,0.98000,0.57407,0.96875,0.68056,0.31313,0.96000,0.92593,0.96154,0.92308,0.41414,0.94000,0.96296,0.94545,0.95918
HMCS1_PGS2,0.97481,0.14141,0.98214,0.82143,0.97872,0.84615,0.35354,0.96429,0.92857,0.96296,0.93103,0.35354,0.96429,0.92857,0.96296,0.93103
HOOK1_KAP3,0.97481,0.0404,0.98000,0.57407,0.96875,0.68056,0.31313,0.96000,0.92593,0.96154,0.92308,0.41414,0.94000,0.96296,0.94545,0.95918
PRIO_CDK1,0.97475,0.12121,0.98148,0.74545,0.97619,0.79104,0.26263,0.96296,0.83636,0.95833,0.85246,0.44444,0.92593,0.96364,0.92982,0.96154
CDK1_PRIO,0.97475,0.12121,0.98148,0.74545,0.97619,0.79104,0.26263,0.96296,0.83636,0.95833,0.85246,0.44444,0.92593,0.96364,0.92982,0.96154
PGS2_PSME4,0.97474,0.13131,0.98077,0.78431,0.97561,0.82258,0.30303,0.96154,0.88235,0.95745,0.89286,0.33333,0.94231,0.92157,0.94000,0.92453
PSME4_PGS2,0.97474,0.13131,0.98077,0.78431,0.97561,0.82258,0.30303,0.96154,0.88235,0.95745,0.89286,0.33333,0.94231,0.92157,0.94000,0.92453
FAS_MECP2,0.97472,0.22222,0.96610,0.87719,0.96154,0.89062,0.22222,0.96610,0.87719,0.96154,0.89062,0.49495,0.91525,0.94737,0.91525,0.94737
MECP2_FAS,0.97472,0.22222,0.96610,0.87719,0.96154,0.89062,0.22222,0.96610,0.87719,0.96154,0.89062,0.49495,0.91525,0.94737,0.91525,0.94737
CNRP1_DPP3,0.97472,0.23232,0.96610,0.84211,0.96000,0.86364,0.29293,0.94915,0.89474,0.94444,0.90323,0.39394,0.91525,0.92982,0.91379,0.93103
DPP3_CNRP1,0.97472,0.23232,0.96610,0.84211,0.96000,0.86364,0.29293,0.94915,0.89474,0.94444,0.90323,0.39394,0.91525,0.92982,0.91379,0.93103
HMGB3_EPDR1,0.97468,0.10101,1.00000,0.78571,1.00000,0.82090,0.19192,0.96364,0.82143,0.95833,0.84127,0.49495,0.90909,0.92857,0.91228,0.92593
MECP2_MSTO1,0.97468,0.14141,0.98148,0.75510,0.97368,0.81538,0.25253,0.96296,0.87755,0.95556,0.89655,0.31313,0.94444,0.89796,0.93617,0.91071
MSTO1_MECP2,0.97468,0.14141,0.98148,0.75510,0.97368,0.81538,0.25253,0.96296,0.87755,0.95556,0.89655,0.31313,0.94444,0.89796,0.93617,0.91071
EPDR1_HMGB3,0.97468,0.10101,1.00000,0.78571,1.00000,0.82090,0.19192,0.96364,0.82143,0.95833,0.84127,0.49495,0.90909,0.92857,0.91228,0.92593
AL1L1_GFPT1,0.97466,0.07071,0.98148,0.68421,0.97500,0.74648,0.07071,0.98148,0.68421,0.97500,0.74648,0.55556,0.90741,1.00000,0.91935,1.00000
GFPT1_AL1L1,0.97466,0.07071,0.98148,0.68421,0.97500,0.74648,0.07071,0.98148,0.68421,0.97500,0.74648,0.55556,0.90741,1.00000,0.91935,1.00000
RECK_GNA1,0.97464,0.18182,0.98000,0.83929,0.97917,0.84483,0.25253,0.96000,0.85714,0.96000,0.85714,0.40404,0.90000,0.92857,0.91228,0.91837
GNA1_RECK,0.97464,0.18182,0.98000,0.83929,0.97917,0.84483,0.25253,0.96000,0.85714,0.96000,0.85714,0.40404,0.90000,0.92857,0.91228,0.91837
EGFR_ESRP1,0.97462,0.11111,1.00000,0.70370,1.00000,0.77143,0.22222,0.96296,0.83333,0.95745,0.85246,0.36364,0.92593,0.94444,0.92727,0.94340
ESRP1_EGFR,0.97462,0.11111,1.00000,0.70370,1.00000,0.77143,0.22222,0.96296,0.83333,0.95745,0.85246,0.36364,0.92593,0.94444,0.92727,0.94340
